GMXT01	国民信托	WS0006200001	乐信-国民一期	GIC	GIC	378000000	2020-06-23	2021-09-28	360	7	优先级	80	1	2020-06-23	2021-09-28	算尾不算头
GMXT01	国民信托	WS0006200001	乐信-国民一期	GIC	GIC	378000000	2020-06-23	2021-09-28	360	11.5	夹层	10	1	2020-06-23	2021-09-28	算尾不算头
ZTXT01	中铁信托	WS0009200001	乐信-中铁一期	GIC	GIC	61600000	2020-09-08	2022-03-28	360	7	优先级	80	1	2020-09-08	2022-03-28	算头不算尾
ZTXT01	中铁信托	WS0009200001	乐信-中铁一期	GIC	GIC	61600000	2020-09-08	2022-03-28	360	12.5	夹层	8	1	2020-09-08	2022-03-28	算头不算尾
GMXT01	国民信托	WS0006200002	乐信-国民二期	GIC	GIC	123200000	2020-09-08	2022-03-28	360	7	优先级	80	1	2020-09-08	2022-03-28	算头不算尾
GMXT01	国民信托	WS0006200002	乐信-国民二期	GIC	GIC	123200000	2020-09-08	2022-03-28	360	12.5	夹层	8	1	2020-09-08	2022-03-28	算头不算尾
GMXT01	国民信托	WS0006200002	乐信-国民二期	GIC	GIC	184800000	2020-10-23	2022-03-28	360	7	优先级	80	1	2020-10-23	2022-03-28	算头不算尾
GMXT01	国民信托	WS0006200002	乐信-国民二期	GIC	GIC	184800000	2020-10-23	2022-03-28	360	12.5	夹层	8	1	2020-10-23	2022-03-28	算头不算尾
